cadena_id,cadena,siglas,nombre_tienda,dimension,mediciones,promedio
1,Zorro Abarrotero,ZPI,Zorro Picacho,Orden y limpieza,3,42.86
1,Zorro Abarrotero,ZCJ,Zorro Cuajimalpa,Rapidez,3,100.00
1,Zorro Abarrotero,ZCL,Zorro Chalco,Rapidez,3,100.00
1,Zorro Abarrotero,ZEC,Zorro Ecatepec,Rapidez,3,100.00
1,Zorro Abarrotero,ZNR,Zorro Nicolás Romero,Rapidez,3,100.00
1,Zorro Abarrotero,ZNZ,Zorro Nezahualcóyotl,Rapidez,3,100.00
1,Zorro Abarrotero,ZPC,Zorro Paseo Chalco,Rapidez,3,100.00
1,Zorro Abarrotero,ZVC,Zorro Valle de Chalco,Rapidez,3,100.00
1,Zorro Abarrotero,ZVM,Zorro Vía Morelos,Rapidez,3,100.00
1,Zorro Abarrotero,ZAG,Zorro Aragón,Rapidez,3,99.00
1,Zorro Abarrotero,ZE9,Zorro Central E9,Rapidez,3,99.00
1,Zorro Abarrotero,PSU,Cazador Santa Úrsula,Rapidez,3,98.99
1,Zorro Abarrotero,ZAP,Zorro Aeropuerto,Rapidez,3,98.99
1,Zorro Abarrotero,ZAT,Zorro Atizapán,Rapidez,3,98.99
1,Zorro Abarrotero,ZCE,Zorro Centenario,Rapidez,3,98.99
1,Zorro Abarrotero,ZCM,Zorro Chimalhuacán,Rapidez,3,98.99
1,Zorro Abarrotero,ZE3,Zorro Ecatepec 3,Rapidez,3,98.99
1,Zorro Abarrotero,ZM2,Zorro Peñón,Rapidez,3,97.00
1,Zorro Abarrotero,ZN2,Zorro Nicolás Romero 2,Rapidez,3,97.00
1,Zorro Abarrotero,ZTM,Zorro Tecámac 2,Rapidez,3,96.00
1,Zorro Abarrotero,ZOZ,Zorro Ozumba,Rapidez,3,95.00
1,Zorro Abarrotero,ZTE,Zorro Texcoco 2,Rapidez,3,95.00
1,Zorro Abarrotero,ZOC,Zorro Coacalco,Rapidez,3,94.97
1,Zorro Abarrotero,ZMI,Zorro Minas,Rapidez,2,94.00
1,Zorro Abarrotero,ZCC,Zorro Carretera Cuernavaca,Rapidez,3,93.99
1,Zorro Abarrotero,ZVV,Zorro Vicente Villada,Rapidez,3,93.99
1,Zorro Abarrotero,ZSJ,Zorro San Juanico,Rapidez,3,93.96
1,Zorro Abarrotero,ZTC,Zorro Tecámac,Rapidez,3,93.95
1,Zorro Abarrotero,ZTT,Zorro Tultitlán,Rapidez,3,93.95
1,Zorro Abarrotero,ZRY,Zorro Reyes,Rapidez,3,93.00
1,Zorro Abarrotero,ZLG,Zorro Lago de Guadalupe,Rapidez,3,92.95
1,Zorro Abarrotero,ZCN,Zorro Cuautitlán,Rapidez,3,92.00
1,Zorro Abarrotero,ZL2,Zorro Campestre,Rapidez,3,92.00
1,Zorro Abarrotero,ZAZ,Zorro Cien Metros,Rapidez,3,91.97
1,Zorro Abarrotero,ZAN,Zorro Atizapán 2,Rapidez,3,91.92
1,Zorro Abarrotero,ZAM,Zorro Amecameca,Rapidez,3,91.00
1,Zorro Abarrotero,ZTN,Zorro Tenayuca,Rapidez,3,91.00
1,Zorro Abarrotero,CCA,Cazador Comercial,Rapidez,3,90.99
1,Zorro Abarrotero,ZC2,Zorro Contreras 2,Rapidez,3,90.96
1,Zorro Abarrotero,ZIX,Zorro Ixtapaluca,Rapidez,3,90.96
1,Zorro Abarrotero,ZTL,Zorro Tlalnepantla,Rapidez,4,90.18
1,Zorro Abarrotero,ZRH,Zorro Río Hondo,Rapidez,3,90.00
1,Zorro Abarrotero,ZTX,Zorro Texcoco,Rapidez,3,90.00
1,Zorro Abarrotero,ZIG,Zorro Iguala,Rapidez,3,89.99
1,Zorro Abarrotero,ZAL,Zorro Alta Tensión,Rapidez,3,89.95
1,Zorro Abarrotero,ZPI,Zorro Picacho,Rapidez,3,89.95
1,Zorro Abarrotero,ZAC,Zorro Avenida Central,Rapidez,3,88.99
1,Zorro Abarrotero,ZJR,Zorro San Juan del Río,Rapidez,3,88.00
1,Zorro Abarrotero,ZQ6,Zorro Central Q6,Rapidez,3,86.97
1,Zorro Abarrotero,ZES,Zorro Estacas,Rapidez,3,86.95
1,Zorro Abarrotero,ZIR,Zorro Irapuato,Rapidez,3,86.93
1,Zorro Abarrotero,FAX,Flecha Abarrotera Xochimilco,Rapidez,3,86.87
1,Zorro Abarrotero,ZHH,Zorro Huehuetoca,Rapidez,3,86.00
1,Zorro Abarrotero,ZPA,Zorro Pantitlán,Rapidez,3,85.95
1,Zorro Abarrotero,ZH2,Zorro Central H2,Rapidez,3,84.95
1,Zorro Abarrotero,CNA,Cazador Comercial Naucalpan,Rapidez,3,83.98
1,Zorro Abarrotero,ZTY,Zorro Tulyehualco,Rapidez,3,83.95
1,Zorro Abarrotero,ZV2,Zorro Valle de Chalco 2,Rapidez,3,82.97
1,Zorro Abarrotero,ZCU,Zorro Cuautepec,Rapidez,3,82.96
1,Zorro Abarrotero,ZPR,Zorro Primavera,Rapidez,3,82.95
1,Zorro Abarrotero,ZCO,Zorro Contreras,Rapidez,3,82.92
1,Zorro Abarrotero,ZT1,Zorro Toluca 1,Rapidez,3,82.90
1,Zorro Abarrotero,ZT2,Zorro Toluca 2,Rapidez,3,81.91
1,Zorro Abarrotero,ZE2,Zorro Ecatepec 2,Rapidez,3,80.96
1,Zorro Abarrotero,ZCA,Zorro Central C47,Rapidez,3,80.95
1,Zorro Abarrotero,ZIZ,Zorro Izcalli,Rapidez,3,80.92
1,Zorro Abarrotero,ZTU,Zorro Tulancingo,Rapidez,3,79.94
1,Zorro Abarrotero,ZCV,Zorro Calzada La Viga,Rapidez,3,78.97
1,Zorro Abarrotero,ZET,Zorro Ermita Iztapalapa 2,Rapidez,3,78.85
1,Zorro Abarrotero,ZA2,Zorro Alta Tensión 2,Rapidez,3,76.95
1,Zorro Abarrotero,ZRO,Zorro Roldán,Rapidez,3,76.90
1,Zorro Abarrotero,ZAR,Zorro Armas,Rapidez,2,76.00
1,Zorro Abarrotero,ZA3,Zorro Alta Tensión 3,Rapidez,3,72.90
1,Zorro Abarrotero,ZER,Zorro Ermita Iztapalapa,Rapidez,3,71.89
1,Zorro Abarrotero,ZCH,Zorro Chicoloapan,Rapidez,3,69.62
1,Zorro Abarrotero,ZJI,Zorro Jiutepec,Rapidez,3,68.94
1,Zorro Abarrotero,ZQR,Zorro Querétaro,Rapidez,3,67.94
1,Zorro Abarrotero,ZLN,Zorro León,Rapidez,3,66.89
1,Zorro Abarrotero,ZFR,Zorro San Francisco del Rinćon,Rapidez,1,61.00
1,Zorro Abarrotero,ZCP,Zorro Carrillo Puerto,Rapidez,3,56.28
1,Zorro Abarrotero,ZAG,Zorro Aragón,Seguridad industrial,3,100.00
1,Zorro Abarrotero,ZAL,Zorro Alta Tensión,Seguridad industrial,3,100.00
1,Zorro Abarrotero,ZAZ,Zorro Cien Metros,Seguridad industrial,3,100.00
1,Zorro Abarrotero,ZCE,Zorro Centenario,Seguridad industrial,3,100.00
1,Zorro Abarrotero,ZCA,Zorro Central C47,Seguridad industrial,3,96.67
1,Zorro Abarrotero,ZCP,Zorro Carrillo Puerto,Seguridad industrial,3,96.67
1,Zorro Abarrotero,ZSJ,Zorro San Juanico,Seguridad industrial,3,96.67
1,Zorro Abarrotero,ZC2,Zorro Contreras 2,Seguridad industrial,3,96.00
1,Zorro Abarrotero,ZPR,Zorro Primavera,Seguridad industrial,3,96.00
1,Zorro Abarrotero,ZE9,Zorro Central E9,Seguridad industrial,3,94.67
1,Zorro Abarrotero,ZM2,Zorro Peñón,Seguridad industrial,3,94.00
1,Zorro Abarrotero,ZTE,Zorro Texcoco 2,Seguridad industrial,3,94.00
1,Zorro Abarrotero,ZAP,Zorro Aeropuerto,Seguridad industrial,3,91.33
1,Zorro Abarrotero,ZCU,Zorro Cuautepec,Seguridad industrial,3,90.67
1,Zorro Abarrotero,ZN2,Zorro Nicolás Romero 2,Seguridad industrial,3,89.33
1,Zorro Abarrotero,ZRO,Zorro Roldán,Seguridad industrial,3,89.00
1,Zorro Abarrotero,ZCN,Zorro Cuautitlán,Seguridad industrial,3,88.67
1,Zorro Abarrotero,ZTT,Zorro Tultitlán,Seguridad industrial,3,88.67
1,Zorro Abarrotero,ZA2,Zorro Alta Tensión 2,Seguridad industrial,3,88.00
1,Zorro Abarrotero,ZCM,Zorro Chimalhuacán,Seguridad industrial,3,88.00
1,Zorro Abarrotero,ZTN,Zorro Tenayuca,Seguridad industrial,3,88.00
1,Zorro Abarrotero,PSU,Cazador Santa Úrsula,Seguridad industrial,3,87.33
1,Zorro Abarrotero,ZCO,Zorro Contreras,Seguridad industrial,3,87.33
1,Zorro Abarrotero,ZTM,Zorro Tecámac 2,Seguridad industrial,3,87.33
1,Zorro Abarrotero,ZAM,Zorro Amecameca,Seguridad industrial,3,86.00
1,Zorro Abarrotero,ZCL,Zorro Chalco,Seguridad industrial,3,86.00
1,Zorro Abarrotero,ZOC,Zorro Coacalco,Seguridad industrial,3,85.33
1,Zorro Abarrotero,ZAC,Zorro Avenida Central,Seguridad industrial,3,84.67
1,Zorro Abarrotero,ZVM,Zorro Vía Morelos,Seguridad industrial,3,84.67
1,Zorro Abarrotero,ZFR,Zorro San Francisco del Rinćon,Seguridad industrial,1,84.00
1,Zorro Abarrotero,ZCC,Zorro Carretera Cuernavaca,Seguridad industrial,3,82.67
1,Zorro Abarrotero,ZAR,Zorro Armas,Seguridad industrial,2,82.00
1,Zorro Abarrotero,ZRY,Zorro Reyes,Seguridad industrial,3,82.00
1,Zorro Abarrotero,ZAN,Zorro Atizapán 2,Seguridad industrial,3,81.33
1,Zorro Abarrotero,ZIZ,Zorro Izcalli,Seguridad industrial,3,81.33
1,Zorro Abarrotero,ZOZ,Zorro Ozumba,Seguridad industrial,3,81.33
1,Zorro Abarrotero,FAX,Flecha Abarrotera Xochimilco,Seguridad industrial,3,80.67
1,Zorro Abarrotero,ZE3,Zorro Ecatepec 3,Seguridad industrial,3,80.67
1,Zorro Abarrotero,ZPA,Zorro Pantitlán,Seguridad industrial,3,80.67
1,Zorro Abarrotero,ZQ6,Zorro Central Q6,Seguridad industrial,3,80.67
1,Zorro Abarrotero,ZPI,Zorro Picacho,Seguridad industrial,3,80.00
1,Zorro Abarrotero,ZVV,Zorro Vicente Villada,Seguridad industrial,3,80.00
1,Zorro Abarrotero,ZIG,Zorro Iguala,Seguridad industrial,3,79.33
1,Zorro Abarrotero,ZH2,Zorro Central H2,Seguridad industrial,3,78.67
1,Zorro Abarrotero,ZT2,Zorro Toluca 2,Seguridad industrial,3,78.67
1,Zorro Abarrotero,CCA,Cazador Comercial,Seguridad industrial,3,78.00
1,Zorro Abarrotero,ZTL,Zorro Tlalnepantla,Seguridad industrial,4,78.00
1,Zorro Abarrotero,ZTY,Zorro Tulyehualco,Seguridad industrial,3,78.00
1,Zorro Abarrotero,ZVC,Zorro Valle de Chalco,Seguridad industrial,3,78.00
1,Zorro Abarrotero,ZA3,Zorro Alta Tensión 3,Seguridad industrial,3,76.67
1,Zorro Abarrotero,ZTC,Zorro Tecámac,Seguridad industrial,3,76.67
1,Zorro Abarrotero,ZCJ,Zorro Cuajimalpa,Seguridad industrial,3,75.33
1,Zorro Abarrotero,ZCV,Zorro Calzada La Viga,Seguridad industrial,3,75.33
1,Zorro Abarrotero,ZES,Zorro Estacas,Seguridad industrial,3,75.33
1,Zorro Abarrotero,ZNR,Zorro Nicolás Romero,Seguridad industrial,3,75.33
1,Zorro Abarrotero,ZTX,Zorro Texcoco,Seguridad industrial,3,75.33
1,Zorro Abarrotero,ZEC,Zorro Ecatepec,Seguridad industrial,3,74.67
1,Zorro Abarrotero,ZNZ,Zorro Nezahualcóyotl,Seguridad industrial,3,73.33
1,Zorro Abarrotero,ZPC,Zorro Paseo Chalco,Seguridad industrial,3,73.33
1,Zorro Abarrotero,ZLG,Zorro Lago de Guadalupe,Seguridad industrial,3,72.67
1,Zorro Abarrotero,ZAT,Zorro Atizapán,Seguridad industrial,3,72.00
1,Zorro Abarrotero,ZIX,Zorro Ixtapaluca,Seguridad industrial,3,71.33
1,Zorro Abarrotero,ZMI,Zorro Minas,Seguridad industrial,2,69.00
1,Zorro Abarrotero,ZE2,Zorro Ecatepec 2,Seguridad industrial,3,68.67
1,Zorro Abarrotero,ZCH,Zorro Chicoloapan,Seguridad industrial,3,67.33
1,Zorro Abarrotero,ZHH,Zorro Huehuetoca,Seguridad industrial,3,66.00
1,Zorro Abarrotero,ZET,Zorro Ermita Iztapalapa 2,Seguridad industrial,3,64.67
1,Zorro Abarrotero,ZTU,Zorro Tulancingo,Seguridad industrial,3,64.67
1,Zorro Abarrotero,ZJR,Zorro San Juan del Río,Seguridad industrial,3,62.00
1,Zorro Abarrotero,ZIR,Zorro Irapuato,Seguridad industrial,3,61.33
1,Zorro Abarrotero,ZER,Zorro Ermita Iztapalapa,Seguridad industrial,3,60.67
1,Zorro Abarrotero,ZL2,Zorro Campestre,Seguridad industrial,3,58.67
1,Zorro Abarrotero,ZV2,Zorro Valle de Chalco 2,Seguridad industrial,3,56.67
1,Zorro Abarrotero,ZRH,Zorro Río Hondo,Seguridad industrial,3,52.67
1,Zorro Abarrotero,ZT1,Zorro Toluca 1,Seguridad industrial,3,52.67
1,Zorro Abarrotero,CNA,Cazador Comercial Naucalpan,Seguridad industrial,3,51.33
1,Zorro Abarrotero,ZJI,Zorro Jiutepec,Seguridad industrial,3,49.33
1,Zorro Abarrotero,ZLN,Zorro León,Seguridad industrial,3,46.00
1,Zorro Abarrotero,ZQR,Zorro Querétaro,Seguridad industrial,3,43.33
1,Zorro Abarrotero,PSU,Cazador Santa Úrsula,Surtido y existencia,3,100.00
1,Zorro Abarrotero,ZAG,Zorro Aragón,Surtido y existencia,3,100.00
1,Zorro Abarrotero,ZAN,Zorro Atizapán 2,Surtido y existencia,3,100.00
1,Zorro Abarrotero,ZAR,Zorro Armas,Surtido y existencia,2,100.00
1,Zorro Abarrotero,ZAZ,Zorro Cien Metros,Surtido y existencia,3,100.00
1,Zorro Abarrotero,ZE3,Zorro Ecatepec 3,Surtido y existencia,3,100.00
1,Zorro Abarrotero,ZES,Zorro Estacas,Surtido y existencia,3,100.00
1,Zorro Abarrotero,ZFR,Zorro San Francisco del Rinćon,Surtido y existencia,1,100.00
1,Zorro Abarrotero,ZJR,Zorro San Juan del Río,Surtido y existencia,3,100.00
1,Zorro Abarrotero,ZNR,Zorro Nicolás Romero,Surtido y existencia,3,100.00
1,Zorro Abarrotero,ZOC,Zorro Coacalco,Surtido y existencia,3,100.00
1,Zorro Abarrotero,ZPC,Zorro Paseo Chalco,Surtido y existencia,3,100.00
1,Zorro Abarrotero,ZPR,Zorro Primavera,Surtido y existencia,3,100.00
1,Zorro Abarrotero,ZRH,Zorro Río Hondo,Surtido y existencia,3,100.00
1,Zorro Abarrotero,ZT1,Zorro Toluca 1,Surtido y existencia,3,100.00
1,Zorro Abarrotero,ZVM,Zorro Vía Morelos,Surtido y existencia,3,100.00
1,Zorro Abarrotero,ZCU,Zorro Cuautepec,Surtido y existencia,3,97.33
1,Zorro Abarrotero,ZLG,Zorro Lago de Guadalupe,Surtido y existencia,3,97.33
1,Zorro Abarrotero,ZMI,Zorro Minas,Surtido y existencia,2,96.00
1,Zorro Abarrotero,ZTN,Zorro Tenayuca,Surtido y existencia,3,94.67
1,Zorro Abarrotero,ZA3,Zorro Alta Tensión 3,Surtido y existencia,3,94.33
1,Zorro Abarrotero,ZIR,Zorro Irapuato,Surtido y existencia,3,94.33
1,Zorro Abarrotero,ZCO,Zorro Contreras,Surtido y existencia,3,91.67
1,Zorro Abarrotero,CNA,Cazador Comercial Naucalpan,Surtido y existencia,3,88.67
1,Zorro Abarrotero,ZQ6,Zorro Central Q6,Surtido y existencia,3,88.67
1,Zorro Abarrotero,ZAP,Zorro Aeropuerto,Surtido y existencia,3,86.00
1,Zorro Abarrotero,ZCE,Zorro Centenario,Surtido y existencia,3,86.00
1,Zorro Abarrotero,ZIZ,Zorro Izcalli,Surtido y existencia,3,86.00
1,Zorro Abarrotero,ZM2,Zorro Peñón,Surtido y existencia,3,86.00
1,Zorro Abarrotero,ZNZ,Zorro Nezahualcóyotl,Surtido y existencia,3,86.00
1,Zorro Abarrotero,ZSJ,Zorro San Juanico,Surtido y existencia,3,86.00
1,Zorro Abarrotero,ZTE,Zorro Texcoco 2,Surtido y existencia,3,86.00
1,Zorro Abarrotero,ZTX,Zorro Texcoco,Surtido y existencia,3,86.00
1,Zorro Abarrotero,CCA,Cazador Comercial,Surtido y existencia,3,83.33
1,Zorro Abarrotero,FAX,Flecha Abarrotera Xochimilco,Surtido y existencia,3,83.33
1,Zorro Abarrotero,ZTC,Zorro Tecámac,Surtido y existencia,3,83.33
1,Zorro Abarrotero,ZAC,Zorro Avenida Central,Surtido y existencia,3,80.67
1,Zorro Abarrotero,ZRY,Zorro Reyes,Surtido y existencia,3,80.67
1,Zorro Abarrotero,ZA2,Zorro Alta Tensión 2,Surtido y existencia,3,78.00
1,Zorro Abarrotero,ZCM,Zorro Chimalhuacán,Surtido y existencia,3,78.00
1,Zorro Abarrotero,ZAT,Zorro Atizapán,Surtido y existencia,3,77.67
1,Zorro Abarrotero,ZJI,Zorro Jiutepec,Surtido y existencia,3,77.67
1,Zorro Abarrotero,ZAM,Zorro Amecameca,Surtido y existencia,3,75.00
1,Zorro Abarrotero,ZCA,Zorro Central C47,Surtido y existencia,3,72.33
1,Zorro Abarrotero,ZN2,Zorro Nicolás Romero 2,Surtido y existencia,3,72.33
1,Zorro Abarrotero,ZV2,Zorro Valle de Chalco 2,Surtido y existencia,3,72.33
1,Zorro Abarrotero,ZQR,Zorro Querétaro,Surtido y existencia,3,72.00
1,Zorro Abarrotero,ZC2,Zorro Contreras 2,Surtido y existencia,3,69.33
1,Zorro Abarrotero,ZCC,Zorro Carretera Cuernavaca,Surtido y existencia,3,69.33
1,Zorro Abarrotero,ZCL,Zorro Chalco,Surtido y existencia,3,69.33
1,Zorro Abarrotero,ZCN,Zorro Cuautitlán,Surtido y existencia,3,69.33
1,Zorro Abarrotero,ZH2,Zorro Central H2,Surtido y existencia,3,69.33
1,Zorro Abarrotero,ZL2,Zorro Campestre,Surtido y existencia,3,69.33
1,Zorro Abarrotero,ZRO,Zorro Roldán,Surtido y existencia,3,69.33
1,Zorro Abarrotero,ZTY,Zorro Tulyehualco,Surtido y existencia,3,69.33
1,Zorro Abarrotero,ZER,Zorro Ermita Iztapalapa,Surtido y existencia,3,66.67
1,Zorro Abarrotero,ZET,Zorro Ermita Iztapalapa 2,Surtido y existencia,3,66.67
1,Zorro Abarrotero,ZIX,Zorro Ixtapaluca,Surtido y existencia,3,66.67
1,Zorro Abarrotero,ZPA,Zorro Pantitlán,Surtido y existencia,3,66.67
1,Zorro Abarrotero,ZTU,Zorro Tulancingo,Surtido y existencia,3,66.67
1,Zorro Abarrotero,ZLN,Zorro León,Surtido y existencia,3,64.00
1,Zorro Abarrotero,ZTL,Zorro Tlalnepantla,Surtido y existencia,4,62.50
1,Zorro Abarrotero,ZOZ,Zorro Ozumba,Surtido y existencia,3,61.00
1,Zorro Abarrotero,ZT2,Zorro Toluca 2,Surtido y existencia,3,61.00
1,Zorro Abarrotero,ZCV,Zorro Calzada La Viga,Surtido y existencia,3,58.33
1,Zorro Abarrotero,ZAL,Zorro Alta Tensión,Surtido y existencia,3,55.67
1,Zorro Abarrotero,ZTT,Zorro Tultitlán,Surtido y existencia,3,55.67
1,Zorro Abarrotero,ZCP,Zorro Carrillo Puerto,Surtido y existencia,3,55.33
1,Zorro Abarrotero,ZHH,Zorro Huehuetoca,Surtido y existencia,3,55.33
1,Zorro Abarrotero,ZE2,Zorro Ecatepec 2,Surtido y existencia,3,50.00
1,Zorro Abarrotero,ZVV,Zorro Vicente Villada,Surtido y existencia,3,47.33
1,Zorro Abarrotero,ZCJ,Zorro Cuajimalpa,Surtido y existencia,3,41.67
1,Zorro Abarrotero,ZIG,Zorro Iguala,Surtido y existencia,3,39.00
1,Zorro Abarrotero,ZPI,Zorro Picacho,Surtido y existencia,3,39.00
1,Zorro Abarrotero,ZVC,Zorro Valle de Chalco,Surtido y existencia,3,39.00
1,Zorro Abarrotero,ZEC,Zorro Ecatepec,Surtido y existencia,3,36.33
1,Zorro Abarrotero,ZCH,Zorro Chicoloapan,Surtido y existencia,3,36.00
1,Zorro Abarrotero,ZE9,Zorro Central E9,Surtido y existencia,3,28.00
1,Zorro Abarrotero,ZTM,Zorro Tecámac 2,Surtido y existencia,3,28.00
1,Zorro Abarrotero,ZC2,Zorro Contreras 2,Trato amable,3,100.00
1,Zorro Abarrotero,ZFR,Zorro San Francisco del Rinćon,Trato amable,1,100.00
1,Zorro Abarrotero,ZMI,Zorro Minas,Trato amable,2,98.00
1,Zorro Abarrotero,ZTU,Zorro Tulancingo,Trato amable,3,97.33
1,Zorro Abarrotero,FAX,Flecha Abarrotera Xochimilco,Trato amable,3,95.83
1,Zorro Abarrotero,ZTM,Zorro Tecámac 2,Trato amable,3,95.83
1,Zorro Abarrotero,ZL2,Zorro Campestre,Trato amable,3,94.61
1,Zorro Abarrotero,ZCJ,Zorro Cuajimalpa,Trato amable,3,94.33
1,Zorro Abarrotero,ZN2,Zorro Nicolás Romero 2,Trato amable,3,94.33
1,Zorro Abarrotero,ZPC,Zorro Paseo Chalco,Trato amable,3,94.33
1,Zorro Abarrotero,PSU,Cazador Santa Úrsula,Trato amable,3,93.00
1,Zorro Abarrotero,ZOZ,Zorro Ozumba,Trato amable,3,93.00
1,Zorro Abarrotero,ZA2,Zorro Alta Tensión 2,Trato amable,3,92.00
1,Zorro Abarrotero,ZAL,Zorro Alta Tensión,Trato amable,3,91.67
1,Zorro Abarrotero,ZM2,Zorro Peñón,Trato amable,3,91.67
1,Zorro Abarrotero,ZCL,Zorro Chalco,Trato amable,3,90.33
1,Zorro Abarrotero,ZIZ,Zorro Izcalli,Trato amable,3,90.33
1,Zorro Abarrotero,ZJI,Zorro Jiutepec,Trato amable,3,90.33
1,Zorro Abarrotero,ZRH,Zorro Río Hondo,Trato amable,3,90.33
1,Zorro Abarrotero,ZTY,Zorro Tulyehualco,Trato amable,3,90.28
1,Zorro Abarrotero,ZA3,Zorro Alta Tensión 3,Trato amable,3,90.22
1,Zorro Abarrotero,ZVC,Zorro Valle de Chalco,Trato amable,3,89.22
1,Zorro Abarrotero,CCA,Cazador Comercial,Trato amable,3,89.06
1,Zorro Abarrotero,ZNR,Zorro Nicolás Romero,Trato amable,3,89.06
1,Zorro Abarrotero,ZAN,Zorro Atizapán 2,Trato amable,3,87.67
1,Zorro Abarrotero,ZPR,Zorro Primavera,Trato amable,3,87.67
1,Zorro Abarrotero,ZV2,Zorro Valle de Chalco 2,Trato amable,3,87.67
1,Zorro Abarrotero,ZNZ,Zorro Nezahualcóyotl,Trato amable,3,87.50
1,Zorro Abarrotero,ZOC,Zorro Coacalco,Trato amable,3,86.00
1,Zorro Abarrotero,ZCO,Zorro Contreras,Trato amable,3,85.00
1,Zorro Abarrotero,ZER,Zorro Ermita Iztapalapa,Trato amable,3,84.72
1,Zorro Abarrotero,ZT1,Zorro Toluca 1,Trato amable,3,83.67
1,Zorro Abarrotero,ZCU,Zorro Cuautepec,Trato amable,3,83.44
1,Zorro Abarrotero,ZJR,Zorro San Juan del Río,Trato amable,3,83.44
1,Zorro Abarrotero,ZVV,Zorro Vicente Villada,Trato amable,3,83.39
1,Zorro Abarrotero,ZAM,Zorro Amecameca,Trato amable,3,83.33
1,Zorro Abarrotero,ZVM,Zorro Vía Morelos,Trato amable,3,82.28
1,Zorro Abarrotero,ZTC,Zorro Tecámac,Trato amable,3,82.17
1,Zorro Abarrotero,ZIX,Zorro Ixtapaluca,Trato amable,3,80.67
1,Zorro Abarrotero,ZCE,Zorro Centenario,Trato amable,3,80.50
1,Zorro Abarrotero,ZAZ,Zorro Cien Metros,Trato amable,3,79.39
1,Zorro Abarrotero,ZCN,Zorro Cuautitlán,Trato amable,3,79.33
1,Zorro Abarrotero,ZCP,Zorro Carrillo Puerto,Trato amable,3,79.33
1,Zorro Abarrotero,ZET,Zorro Ermita Iztapalapa 2,Trato amable,3,79.33
1,Zorro Abarrotero,ZT2,Zorro Toluca 2,Trato amable,3,79.33
1,Zorro Abarrotero,ZEC,Zorro Ecatepec,Trato amable,3,79.06
1,Zorro Abarrotero,ZPI,Zorro Picacho,Trato amable,3,79.06
1,Zorro Abarrotero,ZAG,Zorro Aragón,Trato amable,3,79.00
1,Zorro Abarrotero,ZTT,Zorro Tultitlán,Trato amable,3,78.00
1,Zorro Abarrotero,ZAP,Zorro Aeropuerto,Trato amable,3,77.94
1,Zorro Abarrotero,ZTE,Zorro Texcoco 2,Trato amable,3,77.83
1,Zorro Abarrotero,ZAC,Zorro Avenida Central,Trato amable,3,76.61
1,Zorro Abarrotero,ZRY,Zorro Reyes,Trato amable,3,76.44
1,Zorro Abarrotero,ZSJ,Zorro San Juanico,Trato amable,3,76.39
1,Zorro Abarrotero,ZQ6,Zorro Central Q6,Trato amable,3,76.33
1,Zorro Abarrotero,ZE9,Zorro Central E9,Trato amable,3,75.00
1,Zorro Abarrotero,ZQR,Zorro Querétaro,Trato amable,3,72.39
1,Zorro Abarrotero,ZTL,Zorro Tlalnepantla,Trato amable,4,71.75
1,Zorro Abarrotero,ZES,Zorro Estacas,Trato amable,3,71.17
1,Zorro Abarrotero,ZLG,Zorro Lago de Guadalupe,Trato amable,3,70.94
1,Zorro Abarrotero,ZHH,Zorro Huehuetoca,Trato amable,3,69.44
1,Zorro Abarrotero,ZIG,Zorro Iguala,Trato amable,3,69.44
1,Zorro Abarrotero,ZLN,Zorro León,Trato amable,3,68.06
1,Zorro Abarrotero,ZE3,Zorro Ecatepec 3,Trato amable,3,66.72
1,Zorro Abarrotero,ZH2,Zorro Central H2,Trato amable,3,65.39
1,Zorro Abarrotero,ZCH,Zorro Chicoloapan,Trato amable,3,63.83
1,Zorro Abarrotero,CNA,Cazador Comercial Naucalpan,Trato amable,3,62.67
1,Zorro Abarrotero,ZCC,Zorro Carretera Cuernavaca,Trato amable,3,62.61
1,Zorro Abarrotero,ZE2,Zorro Ecatepec 2,Trato amable,3,62.44
1,Zorro Abarrotero,ZTX,Zorro Texcoco,Trato amable,3,62.39
1,Zorro Abarrotero,ZTN,Zorro Tenayuca,Trato amable,3,61.39
1,Zorro Abarrotero,ZCA,Zorro Central C47,Trato amable,3,61.17
1,Zorro Abarrotero,ZAT,Zorro Atizapán,Trato amable,3,59.78
1,Zorro Abarrotero,ZPA,Zorro Pantitlán,Trato amable,3,57.06
1,Zorro Abarrotero,ZCM,Zorro Chimalhuacán,Trato amable,3,55.61
1,Zorro Abarrotero,ZRO,Zorro Roldán,Trato amable,3,55.61
1,Zorro Abarrotero,ZIR,Zorro Irapuato,Trato amable,3,54.06
1,Zorro Abarrotero,ZAR,Zorro Armas,Trato amable,2,48.00
1,Zorro Abarrotero,ZCV,Zorro Calzada La Viga,Trato amable,3,47.56
2,Scorpion,SH96,Scorpion Central H96,Atención en cajas,1,100.00
2,Scorpion,SEC,Scorpion Ecatepec,Atención en cajas,3,94.00
2,Scorpion,SN2,Scorpion Naucalpan 2,Atención en cajas,3,94.00
2,Scorpion,SV2,Scorpion Valle de Chalco 2,Atención en cajas,3,94.00
2,Scorpion,SIX,Scorpion Ixtapaluca,Atención en cajas,3,93.97
2,Scorpion,SCN,Scorpion Cuautitlán,Atención en cajas,3,91.00
2,Scorpion,SOC,Scorpion Coacalco,Atención en cajas,3,91.00
2,Scorpion,STT,Scorpion Tultitlán,Atención en cajas,3,91.00
